SPAWN EXTRACTION REPORT
======================================================================

Graph Points: 5345 extracted from original game graph

Only in original (3295):
  DV_zone_mine_gravitational (section=zone_mine_gravitational_average, gvid=1435, level=l04_darkvalley)
    Generated: 187 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak (level=k02_trucks_cemetery):
    Original: 177 bytes, gvid=5263, lvid=38775
    Generated: 178 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0000 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=47903
    Generated: 183 bytes, gvid=4708, lvid=909039
  trc_zone_mine_acidic_weak_0001 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=53706
    Generated: 183 bytes, gvid=4708, lvid=909042
  trc_zone_mine_acidic_weak_0002 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=24968
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0003 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=32331
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0004 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=7261
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0005 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=11912
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0006 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=23269
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0007 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=53683
    Generated: 183 bytes, gvid=4708, lvid=909042
  trc_zone_mine_acidic_weak_0008 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=46945
    Generated: 183 bytes, gvid=4708, lvid=909038
  trc_zone_mine_acidic_weak_0009 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=58617
    Generated: 183 bytes, gvid=4708, lvid=909042
  trc_zone_mine_acidic_weak_0010 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5262, lvid=45096
    Generated: 183 bytes, gvid=4708, lvid=909036
  trc_zone_mine_acidic_weak_0011 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5262, lvid=37843
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0012 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=33256
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0013 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=18253
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0014 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=25792
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0015 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=18263
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0016 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=13437
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_weak_0017 (level=k02_trucks_cemetery):
    Original: 182 bytes, gvid=5263, lvid=29505
    Generated: 183 bytes, gvid=4708, lvid=909029
  trc_zone_mine_electric_average (level=k02_trucks_cemetery):
    Original: 187 bytes, gvid=5152, lvid=418786
    Generated: 188 bytes, gvid=4708, lvid=908998
  trc_zone_mine_electric_average_0000 (level=k02_trucks_cemetery):
    Original: 192 bytes, gvid=5152, lvid=424008
    Generated: 193 bytes, gvid=4708, lvid=908998
  trc_zone_mine_electric_average_0001 (level=k02_trucks_cemetery):
    Original: 192 bytes, gvid=5152, lvid=437832
    Generated: 193 bytes, gvid=4708, lvid=908736
  trc_zone_mine_electric_average_0002 (level=k02_trucks_cemetery):
    Original: 192 bytes, gvid=5152, lvid=428313
    Generated: 193 bytes, gvid=4708, lvid=908998
  trc_zone_mine_electric_average_0003 (level=k02_trucks_cemetery):
    Original: 192 bytes, gvid=5152, lvid=462556
    Generated: 193 bytes, gvid=4708, lvid=908743
  trc_zone_mine_electric_strong (level=k02_trucks_cemetery):
    Original: 185 bytes, gvid=5152, lvid=430823
    Generated: 186 bytes, gvid=4708, lvid=908998
  trc_zone_mine_electric_strong_0000 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5152, lvid=471358
    Generated: 191 bytes, gvid=4708, lvid=908743
  trc_zone_mine_electric_strong_0001 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5290, lvid=582
    Generated: 191 bytes, gvid=4708, lvid=907988
  trc_zone_mine_electric_strong_0002 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5150, lvid=338107
    Generated: 191 bytes, gvid=4708, lvid=908983
  trc_zone_mine_electric_strong_0003 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5134, lvid=124723
    Generated: 191 bytes, gvid=4708, lvid=908801
  trc_zone_mine_electric_strong_0004 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5266, lvid=43587
    Generated: 191 bytes, gvid=4708, lvid=909033
  trc_zone_mine_electric_strong_0005 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5150, lvid=377638
    Generated: 191 bytes, gvid=4708, lvid=908998
  trc_zone_mine_electric_weak_0000 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5152, lvid=446487
    Generated: 187 bytes, gvid=4708, lvid=908743
  trc_zone_mine_electric_weak_0001 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5153, lvid=501636
    Generated: 187 bytes, gvid=4708, lvid=909116
  trc_zone_mine_electric_weak_0002 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5152, lvid=466894
    Generated: 187 bytes, gvid=4708, lvid=908743
  trc_zone_mine_electric_weak_0003 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5152, lvid=472269
    Generated: 187 bytes, gvid=4708, lvid=908743
  trc_zone_mine_electric_weak_0004 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5152, lvid=401741
    Generated: 187 bytes, gvid=4708, lvid=908998
  trc_zone_mine_electric_weak_0005 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5150, lvid=337111
    Generated: 187 bytes, gvid=4708, lvid=908983
  trc_zone_mine_electric_weak_0006 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5290, lvid=364
    Generated: 187 bytes, gvid=4708, lvid=907983
  trc_zone_mine_electric_weak_0007 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5134, lvid=123740
    Generated: 187 bytes, gvid=4708, lvid=908806
  trc_zone_mine_gravitational_average (level=k02_trucks_cemetery):
    Original: 197 bytes, gvid=5119, lvid=245463
    Generated: 198 bytes, gvid=4708, lvid=907549
  trc_zone_mine_gravitational_average_0000 (level=k02_trucks_cemetery):
    Original: 202 bytes, gvid=5287, lvid=418943
    Generated: 203 bytes, gvid=4708, lvid=25276
  trc_zone_mine_gravitational_average_0001 (level=k02_trucks_cemetery):
    Original: 202 bytes, gvid=5255, lvid=427669
    Generated: 203 bytes, gvid=4708, lvid=106490
  trc_zone_mine_gravitational_average_0002 (level=k02_trucks_cemetery):
    Original: 202 bytes, gvid=5287, lvid=430982
    Generated: 203 bytes, gvid=4708, lvid=34351
  trc_zone_mine_gravitational_strong (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5122, lvid=247292
    Generated: 196 bytes, gvid=4708, lvid=907549
  trc_zone_mine_gravitational_weak (level=k02_trucks_cemetery):
    Original: 191 bytes, gvid=5268, lvid=54208
    Generated: 192 bytes, gvid=4708, lvid=909042
  trc_zone_mine_gravitational_weak_0000 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5116, lvid=246294
    Generated: 197 bytes, gvid=4708, lvid=907549
  trc_zone_mine_gravitational_weak_0001 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5268, lvid=66793
    Generated: 197 bytes, gvid=4708, lvid=909042
  trc_zone_mine_gravitational_weak_0002 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5268, lvid=50331
    Generated: 197 bytes, gvid=4708, lvid=909040
  trc_zone_mine_gravitational_weak_0003 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5119, lvid=238824
    Generated: 197 bytes, gvid=4708, lvid=908487
  trc_zone_mine_gravitational_weak_0004 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5119, lvid=220958
    Generated: 197 bytes, gvid=4708, lvid=908487
  trc_zone_mine_gravitational_weak_0005 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5239, lvid=235055
    Generated: 197 bytes, gvid=4708, lvid=908487
  trc_zone_mine_gravitational_weak_0006 (level=k02_trucks_cemetery):
    Original: 196 bytes, gvid=5116, lvid=241680
    Generated: 197 bytes, gvid=4708, lvid=907549
  trc_zone_mine_thermal_average (level=k02_trucks_cemetery):
    Original: 185 bytes, gvid=5294, lvid=223358
    Generated: 186 bytes, gvid=4708, lvid=908487
  trc_zone_mine_thermal_average_0000 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5294, lvid=212642
    Generated: 191 bytes, gvid=4708, lvid=908487
  trc_zone_mine_thermal_average_0001 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5251, lvid=288699
    Generated: 191 bytes, gvid=4708, lvid=908983
  trc_zone_mine_thermal_average_0002 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5226, lvid=789305
    Generated: 191 bytes, gvid=4708, lvid=460331
  trc_zone_mine_thermal_average_0003 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5226, lvid=797213
    Generated: 191 bytes, gvid=4708, lvid=466053
  trc_zone_mine_thermal_strong (level=k02_trucks_cemetery):
    Original: 183 bytes, gvid=5294, lvid=227974
    Generated: 184 bytes, gvid=4708, lvid=908487
  trc_zone_mine_thermal_strong_0001 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5207, lvid=798271
    Generated: 189 bytes, gvid=4708, lvid=522917
  trc_zone_mine_thermal_strong_0002 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5251, lvid=275830
    Generated: 189 bytes, gvid=4708, lvid=908983
  trc_zone_mine_thermal_strong_0003 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5207, lvid=789339
    Generated: 189 bytes, gvid=4708, lvid=555580
  trc_zone_mine_thermal_strong_0004 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5207, lvid=794200
    Generated: 189 bytes, gvid=4708, lvid=522913
  trc_zone_mine_thermal_strong_0005 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5227, lvid=796236
    Generated: 189 bytes, gvid=4708, lvid=568069
  trc_zone_mine_thermal_weak (level=k02_trucks_cemetery):
    Original: 179 bytes, gvid=5294, lvid=223365
    Generated: 180 bytes, gvid=4708, lvid=908487
  trc_zone_mine_thermal_weak_0000 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5294, lvid=232708
    Generated: 185 bytes, gvid=4708, lvid=908487
  trc_zone_mine_thermal_weak_0001 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5294, lvid=227013
    Generated: 185 bytes, gvid=4708, lvid=908487
  trc_zone_mine_thermal_weak_0002 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5251, lvid=282441
    Generated: 185 bytes, gvid=4708, lvid=908983
  trc_zone_mine_thermal_weak_0003 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5251, lvid=293401
    Generated: 185 bytes, gvid=4708, lvid=908983
  trc_zone_mine_thermal_weak_0004 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5251, lvid=288694
    Generated: 185 bytes, gvid=4708, lvid=908983
  trc_zone_mine_thermal_weak_0005 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5207, lvid=775081
    Generated: 185 bytes, gvid=4708, lvid=522892
  trc_zone_mine_thermal_weak_0006 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5207, lvid=779127
    Generated: 185 bytes, gvid=4708, lvid=511795
  trc_zone_mine_thermal_weak_0007 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5226, lvid=784284
    Generated: 185 bytes, gvid=4708, lvid=471802
  trc_zone_mine_thermal_weak_0008 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5226, lvid=805358
    Generated: 185 bytes, gvid=4708, lvid=502748
  trc_zone_mine_thermal_weak_0009 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5226, lvid=809356
    Generated: 185 bytes, gvid=4708, lvid=502752
  trc_zone_mine_thermal_weak_0010 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5207, lvid=784301
    Generated: 185 bytes, gvid=4708, lvid=522904
  trc_zone_mine_thermal_weak_0011 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5227, lvid=805373
    Generated: 185 bytes, gvid=4708, lvid=546472
  trc_zone_mine_thermal_weak_0012 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5226, lvid=799282
    Generated: 185 bytes, gvid=4708, lvid=466055
  val_abandoned_house_sleep (level=l04_darkvalley):
    Original: 263 bytes, gvid=1412, lvid=282554
    Generated: 267 bytes, gvid=1135, lvid=371505
  val_actor_in_zone_trader (level=l04_darkvalley):
    Original: 140 bytes, gvid=1412, lvid=282554
    Generated: 140 bytes, gvid=1134, lvid=369471
  val_add_info (level=l04_darkvalley):
    Original: 209 bytes, gvid=1412, lvid=282554
    Generated: 210 bytes, gvid=1135, lvid=371514
  val_attack_killer_1_zone (level=l04_darkvalley):
    Original: 172 bytes, gvid=1412, lvid=282554
    Generated: 172 bytes, gvid=1135, lvid=370669
  val_attack_killer_5_zone (level=l04_darkvalley):
    Original: 172 bytes, gvid=1412, lvid=282554
    Generated: 172 bytes, gvid=1135, lvid=370660
  val_bandage_0000 (level=l04_darkvalley):
    Original: 154 bytes, gvid=1412, lvid=282554
    Generated: 154 bytes, gvid=1134, lvid=369479
  val_bandage_0001 (level=l04_darkvalley):
    Original: 154 bytes, gvid=1412, lvid=282554
    Generated: 154 bytes, gvid=1134, lvid=369479
  val_crow_spawner (level=l04_darkvalley):
    Original: 185 bytes, gvid=1412, lvid=282554
    Generated: 186 bytes, gvid=1135, lvid=371514
  val_energy_drink_0000 (level=l04_darkvalley):
    Original: 176 bytes, gvid=1412, lvid=282554
    Generated: 176 bytes, gvid=1134, lvid=369474
  val_explosive_barrel (level=l04_darkvalley):
    Original: 153 bytes, gvid=1621, lvid=365756
    Generated: 153 bytes, gvid=1134, lvid=370712
  val_explosive_barrel_0000 (level=l04_darkvalley):
    Original: 158 bytes, gvid=1621, lvid=365758
    Generated: 158 bytes, gvid=1134, lvid=370712
  val_explosive_barrel_0001 (level=l04_darkvalley):
    Original: 158 bytes, gvid=1621, lvid=365754
    Generated: 158 bytes, gvid=1134, lvid=370712
  val_explosive_tank (level=l04_darkvalley):
    Original: 146 bytes, gvid=1412, lvid=282554
    Generated: 146 bytes, gvid=1134, lvid=369474
  val_fireball_zone (level=l04_darkvalley):
    Original: 183 bytes, gvid=1412, lvid=282554
    Generated: 184 bytes, gvid=1135, lvid=369421
  val_gunnery_zone_noweap (level=l04_darkvalley):
    Original: 216 bytes, gvid=1412, lvid=282554
    Generated: 219 bytes, gvid=1134, lvid=369474
  val_level_changer_to_darkscape (level=l04_darkvalley):
    Original: 333 bytes, gvid=1557, lvid=122100
    Generated: 309 bytes, gvid=1135, lvid=89830
  val_level_changer_to_garbage_1 (level=l04_darkvalley):
    Original: 344 bytes, gvid=1560, lvid=3338
    Generated: 307 bytes, gvid=1136, lvid=371982
  val_level_changer_to_garbage_2 (level=l04_darkvalley):
    Original: 344 bytes, gvid=1565, lvid=2539
    Generated: 307 bytes, gvid=1136, lvid=371966
  val_level_changer_to_labx18 (level=l04_darkvalley):
    Original: 258 bytes, gvid=1623, lvid=298979
    Generated: 235 bytes, gvid=1135, lvid=371514
  val_level_changer_to_tc (level=l04_darkvalley):
    Original: 339 bytes, gvid=1625, lvid=251176
    Generated: 293 bytes, gvid=1135, lvid=371504
  val_medkit_0001 (level=l04_darkvalley):
    Original: 158 bytes, gvid=1412, lvid=282554
    Generated: 158 bytes, gvid=1134, lvid=369479
  val_medkit_0002 (level=l04_darkvalley):
    Original: 158 bytes, gvid=1412, lvid=282554
    Generated: 158 bytes, gvid=1134, lvid=369479
  val_physic_destroyable_object_0000 (level=l04_darkvalley):
    Original: 214 bytes, gvid=1412, lvid=282554
    Generated: 215 bytes, gvid=1135, lvid=369450
  val_physic_destroyable_object_0002 (level=l04_darkvalley):
    Original: 214 bytes, gvid=1412, lvid=282554
    Generated: 215 bytes, gvid=1135, lvid=369440
  val_physic_destroyable_object_0003 (level=l04_darkvalley):
    Original: 248 bytes, gvid=1412, lvid=282554
    Generated: 253 bytes, gvid=1134, lvid=369492
  val_physic_destroyable_object_0004 (level=l04_darkvalley):
    Original: 248 bytes, gvid=1412, lvid=282554
    Generated: 253 bytes, gvid=1134, lvid=369474
  val_physic_destroyable_object_0005 (level=l04_darkvalley):
    Original: 266 bytes, gvid=1412, lvid=282554
    Generated: 270 bytes, gvid=1134, lvid=367810
  val_physic_destroyable_object_0006 (level=l04_darkvalley):
    Original: 257 bytes, gvid=1412, lvid=282554
    Generated: 263 bytes, gvid=1135, lvid=358940
  val_physic_destroyable_object_0007 (level=l04_darkvalley):
    Original: 239 bytes, gvid=1412, lvid=282554
    Generated: 243 bytes, gvid=1134, lvid=367817
  val_physic_destroyable_object_0008 (level=l04_darkvalley):
    Original: 238 bytes, gvid=1412, lvid=282554
    Generated: 242 bytes, gvid=1134, lvid=367816
  val_physic_destroyable_object_0009 (level=l04_darkvalley):
    Original: 238 bytes, gvid=1412, lvid=282554
    Generated: 242 bytes, gvid=1134, lvid=367817
  val_physic_destroyable_object_0010 (level=l04_darkvalley):
    Original: 238 bytes, gvid=1412, lvid=282554
    Generated: 242 bytes, gvid=1134, lvid=367816
  val_physic_destroyable_object_0011 (level=l04_darkvalley):
    Original: 238 bytes, gvid=1412, lvid=282554
    Generated: 242 bytes, gvid=1134, lvid=367816
  val_physic_destroyable_object_0012 (level=l04_darkvalley):
    Original: 245 bytes, gvid=1412, lvid=282554
    Generated: 251 bytes, gvid=1134, lvid=367816
  val_physic_destroyable_object_0013 (level=l04_darkvalley):
    Original: 264 bytes, gvid=1412, lvid=282554
    Generated: 268 bytes, gvid=1135, lvid=266164
  val_physic_destroyable_object_0014 (level=l04_darkvalley):
    Original: 245 bytes, gvid=1412, lvid=282554
    Generated: 249 bytes, gvid=1134, lvid=367817
  val_physic_destroyable_object_0015 (level=l04_darkvalley):
    Original: 249 bytes, gvid=1412, lvid=282554
    Generated: 253 bytes, gvid=1135, lvid=297554
  val_physic_destroyable_object_0016 (level=l04_darkvalley):
    Original: 247 bytes, gvid=1412, lvid=282554
    Generated: 251 bytes, gvid=1135, lvid=369421
  val_physic_destroyable_object_0017 (level=l04_darkvalley):
    Original: 247 bytes, gvid=1412, lvid=282554
    Generated: 251 bytes, gvid=1134, lvid=369468
  val_physic_destroyable_object_0018 (level=l04_darkvalley):
    Original: 247 bytes, gvid=1412, lvid=282554
    Generated: 251 bytes, gvid=1134, lvid=369459
  val_physic_destroyable_object_0019 (level=l04_darkvalley):
    Original: 247 bytes, gvid=1412, lvid=282554
    Generated: 251 bytes, gvid=1135, lvid=370641
  val_physic_destroyable_object_0020 (level=l04_darkvalley):
    Original: 247 bytes, gvid=1412, lvid=282554
